c3,pv,buy_cnt
1851019,512,29
13437,35,0
3814171,1122,109
4074845,392,2
3266686,397,31
4119259,265,6
4294067,26,0
4057257,67,0
1536363,441,47
1008611,646,6
34885,1210,17
4638601,1288,18
817164,1792,399
4694794,374,42
4208548,74,1
4428208,102,4
2587213,621,6
2248015,395,8
1347228,746,16
5097436,1546,155
4017197,1238,39
4324700,33,0
3244547,711,13
2684806,824,73
543590,858,38
3769292,695,40
807278,236,22
4784593,587,10
4560542,390,7
32318,143,3
3068234,485,32
876499,810,29
333295,160,4
3647233,841,55
605687,187,2
969923,41,1
2986368,1378,42
3606606,702,32
3417047,105,8
4845528,176,7
3150455,382,3
578784,554,48
647486,220,9
4985275,88,4
2695829,99,1
1952752,229,9
3915471,83,2
2772178,819,19
1179862,201,3
880866,96,2
392182,582,20
2657719,68,1
24976,1156,58
1168771,1764,23
887729,309,17
3230581,185,7
4143151,1297,5
776529,155,0
1987882,582,61
304205,870,27
3150851,773,17
2766997,40,0
106801,19,0
4313485,110,14
3665133,178,9
863892,1485,5
731293,333,7
5052904,389,2
2070466,142,6
4234389,2542,70
3759373,11,1
1494177,370,11
3483380,685,9
189057,335,21
4595135,184,7
311650,697,16
801765,349,14
3245753,401,79
3419992,341,21
1334990,79,2
2399507,56,1
3394189,56,2
2692029,395,3
753591,209,4
1602447,405,11
1681556,13,0
4592018,1748,14
2665393,345,37
1016971,74,3
436743,59,0
2183500,42,1
2647760,778,86
4176158,993,11
3854855,524,13
5116633,325,22
2097345,510,9
5096198,255,14
1745061,152,0
576099,1208,30
1690224,71,1
1816843,986,80
3487664,912,6
206668,100,5
1838851,595,56
3006755,373,1
1297167,114,0
718452,115,3
5148597,306,8
2381571,418,5
3273035,1283,13
1160694,128,1
4445129,182,2
2055312,799,34
5150376,21,1
1320183,280,6
1617568,11,0
3960642,10,1
128749,1312,29
4542743,209,3
830622,456,26
864277,469,42
3104986,62,1
1978442,1232,51
1124842,204,7
729017,154,5
4024494,329,4
1566469,1326,58
1983413,818,18
2751159,236,8
4263090,948,43
1107116,420,20
2355325,30,0
1594549,307,10
2399425,303,22
3013389,163,6
3734231,271,9
2408538,130,0
3645611,702,20
2464993,920,118
1255142,517,31
2374634,757,23
2989621,366,16
4100802,96,5
4933498,40,10
3913749,472,8
3551706,185,6
2768009,345,7
4504967,544,10
2168391,1069,50
2188673,129,15
4633856,505,105
897580,778,36
2494401,348,16
2737740,589,42
757182,240,18
2034212,167,4
3645620,309,17
1455555,1222,31
1791614,29,2
3516880,94,0
286720,128,13
3064839,247,8
2990975,509,28
2573693,336,1
3301712,80,0
2206684,256,4
992700,1194,107
1535500,725,28
4294512,213,7
2486102,139,7
921298,228,11
4883976,259,33
1312387,107,15
1467164,492,35
3891796,148,17
5038268,17,1
4907,576,26
1112773,648,44
586060,59,0
5155437,70,3
3440243,647,42
3139028,94,3
2535902,129,6
2295453,519,35
2814657,101,0
3294880,286,16
4293232,300,24
71699,84,2
777142,897,11
1396294,961,24
874340,291,3
3586920,359,7
3388209,397,5
602012,1172,164
1186260,937,75
4801635,436,3
3766786,39,0
1900206,4,0
3084091,531,38
119869,413,14
2379547,505,10
2530793,815,23
3774119,616,34
1679843,37,0
2516799,440,25
2267067,151,1
4979919,346,10
815995,47,7
2113028,857,42
1645406,79,1
4327533,780,4
2769654,457,32
2817286,866,44
5105973,217,5
3579,92,12
2011389,351,5
1775449,168,6
4332472,1318,34
4213030,3105,245
1315884,308,7
2319813,113,2
4105075,65,0
1646378,302,29
3733757,327,6
153544,418,7
1442032,52,0
1316663,152,17
4574216,264,2
169865,2070,77
3038780,37,1
4575207,330,8
145388,472,27
2495000,425,24
1868513,167,29
1873617,146,9
569663,287,37
3105438,688,56
2927057,999,51
1822328,612,20
1512778,176,12
4719371,251,0
2033647,208,13
2362468,268,21
4632427,144,9
1263068,756,8
3314621,527,25
2899233,728,39
4857065,99,5
3709974,15,0
2370826,23,0
1803510,1009,122
2244246,335,46
1605765,385,27
2642595,52,1
2382826,209,13
295601,83,0
4118218,258,8
2674605,612,48
3605124,160,7
3494977,762,14
3608615,106,7
2011022,187,1
1337019,225,5
2211860,366,41
4741040,137,2
752128,1708,90
4646689,289,7
1719660,554,37
4755134,650,18
1415468,141,3
1096739,252,18
4606579,163,0
3045016,245,32
481060,101,2
4923243,108,0
5099341,426,7
4045204,1412,68
579836,423,61
1506691,770,32
1140902,362,17
1264908,200,4
1194451,1459,88
1781074,279,25
60559,6,61
409502,357,17
4465128,232,0
2773504,170,3
4425906,92,0
4114198,120,1
1301655,45,0
1566203,354,18
2918955,1106,36
3066561,83,0
1375758,25,2
825827,320,18
4768875,308,3
4285475,3756,12
4183035,26,0
4328342,1024,64
2277896,486,4
3945026,112,1
4407385,836,21
2993461,2249,28
2715353,21,22
3895144,163,7
4549641,191,3
1618188,369,11
4427154,244,8
2923068,869,73
4684627,644,20
599382,491,91
2454596,133,2
102917,121,22
4256143,259,31
2860524,119,3
4768161,145,10
4378750,1276,87
211402,382,25
2126952,496,15
1236638,484,0
3503604,888,60
4386059,649,39
4452758,180,6
1706459,278,15
3349551,4,1
2133527,349,20
2746662,300,10
3103948,276,6
1106292,1343,100
4563462,86,2
4441600,2,0
3654874,272,1
4809328,191,6
1355400,156,6
3563119,122,10
3952507,55,0
4197122,1255,65
578336,605,29
4972311,130,1
801865,662,7
4330146,198,4
878868,105,5
1703906,723,60
3862752,10,0
372033,430,19
2677371,657,64
484957,615,17
1736124,79,0
1388497,397,10
2456212,327,18
3003561,304,33
1666488,1151,25
1692521,101,11
3857308,275,3
1833378,755,43
17307,334,20
2280400,374,4
2354680,62,13
4943787,15,0
4577044,286,23
4399491,519,11
2526614,180,0
1303652,718,64
1769265,52,0
827837,456,21
3752350,296,4
3593058,135,1
3626221,225,9
4214565,32,22
3010881,783,58
1007591,339,27
687307,265,0
294080,323,1
315794,1092,102
224739,1323,32
844760,834,19
298586,946,9
1038897,290,6
3774999,573,7
624129,260,3
673323,256,4
3111341,942,16
3247421,441,11
455059,78,6
4107373,562,24
1856976,94,8
1485805,862,43
2100690,351,10
2761222,354,13
3707414,292,6
2278533,142,9
733088,79,8
336038,262,24
1701471,697,77
4656341,74,5
4369584,1023,26
3876943,174,1
2567555,221,7
3731413,301,23
3953096,185,25
9874,427,33
1262813,88,7
850941,558,22
1076837,850,8
1014192,638,2
4372804,102,4
1302909,1085,19
1294747,184,18
203821,268,4
3140218,118,14
3803527,440,0
1040844,59,0
3335403,257,7
796715,250,13
1263562,238,14
2711467,756,2
4400913,332,27
4486005,862,99
182482,363,17
1776686,118,0
7240,145,8
4233672,179,20
4739787,78,0
2190267,159,3
3355708,175,1
4477045,338,12
360595,526,2
3873465,260,18
4132179,562,23
3787408,20,2
1793313,356,10
1088738,706,81
2042003,284,18
390188,262,11
4670159,467,7
5040630,193,2
4201401,608,6
2867927,2044,18
1023232,383,2
1870250,113,4
4705138,197,7
97554,308,13
914015,31,2
4380796,145,10
3909218,15,0
3550934,12,0
860408,7,0
4297603,169,5
2333843,116,1
4281917,76,12
1026399,46,2
1691915,383,36
3394813,410,27
4917079,505,7
4820683,143,14
1092085,94,9
2815319,117,13
3589580,86,1
3906242,312,30
1935459,20,3
2175108,145,4
2229246,948,17
4490845,202,16
2071415,116,2
2165787,240,11
4001250,10,1
3389266,645,18
4128290,17,0
4326577,393,7
2153943,281,9
1970552,83,7
4786595,395,23
3331421,73,2
2265700,254,5
4403830,264,18
183265,42,0
5099881,649,17
1430205,241,1
4522646,249,40
328500,750,51
414935,624,8
4269511,509,40
1763836,181,0
157420,254,6
1496858,38,4
1193591,123,5
716840,15,0
888406,250,3
598399,35,1
398060,264,29
3459146,760,13
2229642,121,21
77546,20,2
3317851,223,14
4425678,1331,29
3959269,736,8
2147505,275,12
5117234,176,0
2374858,123,4
1326100,308,0
604527,93,4
2794883,24,0
2028693,188,4
5037383,150,6
2760276,212,0
1490271,106,4
296813,240,0
4066565,431,18
4995313,171,6
2431497,706,65
357197,1305,35
584401,186,2
2005676,46,68
2692253,1795,20
4554195,111,7
1459642,200,21
536027,41,2
3595500,256,11
1489714,15,0
2527525,53,0
3908625,11,0
3964371,113,4
1828179,40,0
833103,82,4
2813803,141,4
2287753,352,1
2867703,582,27
693142,217,11
2343140,441,2
3781293,470,11
4750383,67,3
2749188,78,4
3515249,122,2
826700,80,16
1019195,169,4
1144819,852,1
3421157,14,0
1122547,464,4
4753899,65,1
2255371,645,12
4503969,88,8
4892220,103,6
588668,158,2
4877868,166,4
4511140,748,34
5056606,719,44
2716442,604,17
5107988,53,1
25196,41,1
1573863,195,7
2139819,33,0
1465845,237,22
4035271,339,26
741645,766,42
4991326,115,0
1893764,88,9
1582447,21,0
3592400,80,1
4751680,668,28
1231740,315,6
2948088,842,27
4317104,69,1
274936,383,28
2237543,159,1
2978503,336,30
4233516,215,3
986862,295,14
4666620,347,17
956971,395,21
954807,279,1
3193942,204,1
1820304,158,15
658007,217,2
2690744,989,54
1847649,805,59
603882,299,6
2435035,882,8
2119225,81,3
894646,618,27
2494773,2,0
4354636,832,25
4190307,35,3
491521,212,0
735872,2084,43
2102896,313,17
1518543,28,0
324865,237,33
4791623,307,9
5066805,660,42
2162012,66,0
4383631,264,0
1704399,38,48
862987,205,5
1365271,317,19
2205666,273,4
240013,197,4
3165428,131,2
2165498,209,2
3436598,57,0
2909874,339,9
2467952,774,22
1397898,317,3
362968,8,3
2815931,926,15
2043668,653,20
4534295,36,1
3539809,27,0
4855945,1017,31
1648266,5,1
2029155,77,1
3418507,516,16
3767253,14,0
3838044,28,1
1882323,980,38
408119,264,15
3113180,308,31
3059608,49,0
530911,19,2
4818679,231,10
4368912,271,32
2608820,1095,93
227085,567,17
3509084,397,8
1434792,288,13
687541,108,5
119876,27,0
1044282,806,24
2992092,652,66
2451827,267,6
3383712,245,2
4429889,374,10
3990760,229,29
3381435,368,13
4022036,86,0
713342,586,25
3554762,85,0
2421064,48,1
1594667,90,0
1826051,172,2
3809700,294,0
2071435,852,79
29895,44,0
3767524,27,0
828063,317,37
4394039,214,5
4840256,186,9
1759733,298,8
4863121,202,4
1424389,245,3
3677418,212,2
158127,145,15
2702654,323,23
1011991,45,2
3599138,432,6
1444232,294,8
2579518,9,0
1524094,403,26
3872841,262,6
147525,56,1
3257496,93,2
1518394,227,14
197048,779,36
1954028,403,50
1381217,567,8
1414261,768,26
4278682,13,2
2272886,191,17
825537,209,19
1079758,20,1
1008109,403,23
4227096,103,3
2916675,404,2
4699114,44,1
4202214,211,27
3302877,739,65
1090207,13,0
99763,714,29
1776425,139,0
2271061,93,0
3424453,208,2
3770161,442,23
3907728,231,10
4466795,479,14
2207881,144,17
1648490,178,22
4224964,35,0
4790654,63,1
1897924,399,38
3124619,112,0
4725540,136,0
4277393,22,1
4663130,120,4
1540196,73,3
1760378,102,4
4963975,119,0
4297908,269,2
4325577,12,1
976128,96,2
377795,367,11
1996872,326,29
5144304,107,0
5007451,32,0
635961,101,0
183516,525,62
2016297,2078,76
3203956,138,76
1685024,316,8
3921179,348,5
662979,108,4
3550683,13,0
4917103,267,23
600598,23,1
3155336,235,35
1139904,91,0
4281301,18,1
4174317,397,17
4135448,20,0
1485725,152,10
3769928,696,49
3039382,71,5
4780793,381,34
2481133,65,11
4658516,225,4
5141934,117,4
3100554,1058,43
4649026,1089,78
2692123,510,2
2765330,271,27
201536,124,12
469547,137,0
4662023,319,3
629343,142,0
3353949,228,15
4399402,90,11
602867,25,0
4453116,26,1
1384802,12,1
1556629,815,5
2833905,1009,4
2674882,99,9
2230263,145,0
403225,6,0
3146541,122,16
3142010,614,11
1283808,110,4
3586238,396,25
2071823,31,0
3576652,525,15
1488205,167,0
634104,295,11
1767199,589,32
2566194,261,2
2141039,1340,112
3757834,673,73
1073699,1328,82
4824934,264,22
3234137,427,0
3829496,258,38
4451955,531,0
2073722,87,5
2966042,55,2
5127288,94,3
2413387,17,0
2859865,743,15
4542991,15,0
3110199,958,6
2145811,574,21
4872327,94,0
3317618,28,0
2778829,403,2
2888100,702,7
805111,104,8
2499834,164,10
2709989,842,15
2258475,373,0
3933515,65,2
364772,78,16
4787383,123,0
3819832,456,7
5023117,517,67
1949910,177,10
2421866,239,5
199436,315,0
981149,203,21
3978346,115,8
542819,28,0
2488933,416,31
4113936,206,7
1240638,15,0
3443662,69,25
1791252,342,2
4855870,397,13
2764649,119,6
4276715,111,0
1761187,329,7
1569231,337,8
2034426,196,3
3906132,54,0
1458019,133,32
372171,21,1
1983785,412,20
3833305,48,1
866955,457,21
4068750,100,2
1314215,364,7
799586,18,0
236839,42,2
1708364,242,8
29017,119,5
3195765,672,17
3559315,29,0
740932,132,0
4360362,62,4
2412920,391,25
827577,17,0
2735086,238,23
3159606,131,4
2046640,712,43
2853285,524,2
1478169,433,13
871669,84,5
1347679,68,0
1237115,936,25
2202302,88,3
153248,261,1
455454,25,0
3501621,384,17
1115957,38,1
3593212,309,22
1283234,245,23
4367680,233,5
1462653,9,0
3532737,776,7
3034257,7,0
2634787,329,14
3227333,62,12
3978805,77,2
3366263,401,2
4048352,643,8
4977749,649,20
3115770,1461,83
1050400,312,3
5011708,104,5
5025425,126,2
370786,265,0
2623144,21,2
5001357,390,13
1820067,32,0
2381650,180,2
1527307,57,1
4676486,16,0
3722349,320,0
3471255,902,7
2783482,220,6
4525104,37,0
2014687,47,4
2337658,303,16
2003294,170,18
914596,578,34
3078074,186,13
1035114,14,0
4968783,780,42
905053,46,1
3708413,366,65
3219576,207,24
1496373,222,10
4590639,138,6
225719,187,18
4524544,977,93
428575,452,3
2845138,200,3
2101042,517,13
3573785,10,0
3308109,9,0
3733848,74,4
2724501,168,15
3897707,13,0
1918078,397,1
4187879,115,15
2368939,54,0
2560419,68,2
1074900,294,0
1630367,137,2
4698738,182,22
3946180,234,10
2768630,163,9
883629,89,2
1929929,28,6
2323763,148,3
4065978,205,9
3367526,335,6
1113655,530,14
5102377,28,2
3496986,250,13
4670238,531,20
1695915,441,6
1263934,101,16
972502,56,1
3009851,224,3
2552099,296,2
3260123,14,0
4303929,125,9
713487,36,5
4989544,146,15
1153967,16,6
5150593,223,13
871215,208,15
1703828,13,1
3137626,156,5
1515792,196,39
2653633,51,0
2829055,206,9
2808920,38,6
2363522,250,1
91435,52,1
4131561,301,0
3094632,237,21
1810340,470,13
507483,36,0
3535579,5,0
4918683,539,15
3843843,17,1
2615777,99,11
2848291,165,6
2935400,405,0
3752987,120,3
712478,67,9
4638374,168,15
3013799,480,22
4875873,91,2
2310882,35,0
2972538,19,0
3662605,24,0
470506,112,1
2089833,171,3
2185731,145,6
2980740,37,0
436240,82,4
4337040,165,64
4041490,145,2
2422685,41,1
1365517,291,15
3996757,75,0
1088600,237,10
4243089,176,3
3982447,45,5
3430716,152,0
1639557,200,10
1035360,2,0
2725713,72,6
356754,149,1
83555,80,2
3846119,147,14
1492316,1056,61
802883,255,21
4274280,239,0
1195469,533,22
4240198,405,4
2645524,221,16
5040906,241,1
2535352,100,10
1895809,212,0
1095182,10,0
1723640,95,4
1414652,651,27
1217660,62,1
4093403,37,1
82924,146,8
2439607,179,1
4461807,19,0
4487980,601,31
4978108,96,14
1728718,81,2
932283,14,1
2242999,208,3
4641137,256,11
3533922,122,3
47156,351,6
3942639,181,4
3339572,483,17
3818487,769,51
1154663,183,11
1989306,24,0
3340379,78,0
3269713,851,6
1527667,342,6
3844851,567,27
1637551,96,4
4300827,105,6
463642,29,0
2201295,134,4
4191987,444,5
3831339,173,4
3611467,51,0
1491996,114,5
987179,29,0
5004494,53,2
4283654,84,9
710485,56,2
1321409,979,28
2884615,248,1
4995843,70,0
582098,141,6
2981506,39,1
1459781,48,1
2589085,647,13
191050,13,0
1153016,47,0
2590902,35,1
3142427,514,10
2227283,304,27
4029277,127,1
4453737,194,2
4177487,396,6
4221401,437,15
4942599,34,5
315633,149,3
2996421,87,1
4993585,42,7
3830678,5,1
3105530,271,1
1608732,27,1
3037540,123,3
3060316,186,10
4286332,139,13
3202749,49,0
110468,177,14
793987,1219,33
2804191,412,3
3762996,6,0
3488348,54,0
1962491,23,1
1229885,75,0
4256741,8,1
2564498,1333,61
2369378,14,0
2953998,91,2
760108,12,0
4724418,349,9
3677677,59,1
1335333,408,14
797511,185,12
896899,152,1
4189038,812,22
1325026,49,0
859406,29,4
2021738,559,8
438725,3,0
639551,12,0
3831440,108,1
2627383,42,5
3839011,392,5
260238,712,14
1596053,62,1
443259,174,2
3749075,330,7
2026937,139,5
3813391,119,4
4842553,51,3
167101,137,1
1209822,111,1
4644372,43,5
2713634,122,8
4832362,313,2
3067560,375,24
200040,46,0
4462920,52,0
2636442,47,0
3670457,188,20
203384,497,25
1896842,317,12
2586600,450,30
1921180,231,17
1403634,138,1
168173,259,5
2288300,323,7
4900099,35,1
4685810,5,0
4061348,91,5
279087,32,0
1180396,830,29
3716034,659,2
4832627,93,4
1925851,95,3
609839,269,12
2424075,23,0
2425393,206,1
1828144,292,12
2392562,35,6
4640095,195,8
2787541,211,2
4792955,25,5
4079932,68,1
2280783,168,13
258240,307,32
1329305,153,3
3301175,41,0
524690,395,2
2750866,75,3
3981352,370,33
3188314,231,6
2484261,92,4
1142026,61,1
343590,124,0
144908,34,0
2716353,91,1
4760363,158,1
4832888,211,6
2176409,61,0
736367,125,8
891729,12,0
2833224,52,2
2008580,126,4
3919514,83,0
4083276,171,32
3253859,113,0
4650069,49,1
102113,137,4
1047062,105,2
4859530,324,30
3459071,3,0
3931187,606,13
784055,694,31
1853264,94,4
1841388,126,3
3512989,185,1
1938796,264,4
1893997,360,4
3044104,105,9
3825580,286,6
3084325,103,8
2827295,199,0
979216,267,15
3413181,1093,12
879778,261,4
2046012,21,2
933311,386,3
4009988,109,8
504058,21,0
4139319,442,0
4763681,99,4
1061267,100,1
3112979,70,0
4477956,313,12
4972037,98,0
3860478,23,0
370247,385,2
1646859,130,2
2108357,140,0
2051506,388,11
4920960,629,8
1416942,88,14
4866356,239,12
856881,162,8
3985596,43,3
3460830,17,0
4971918,193,5
990264,81,8
3703335,40,2
900930,71,3
1627611,91,5
1538836,59,0
2107997,10,0
1540813,6,2
986947,44,3
3208031,50,3
1357361,215,7
1895133,121,5
2016465,10,1
4352598,22,0
246973,498,25
2787749,188,1
2972044,27,1
1605516,30,0
4855982,180,12
1047470,445,41
4304225,337,28
3260881,145,15
1779458,185,1
800324,147,0
4262684,49,0
208658,64,4
2279449,236,6
716577,184,7
807480,84,4
3186382,285,7
4591297,309,17
4642962,56,1
4844483,335,4
2843395,90,0
2247127,14,0
2913673,131,5
4359860,18,0
4139190,74,2
4719533,304,0
3347546,78,1
779756,67,4
2131278,94,2
3123830,116,4
1631145,38,1
4585473,61,0
3967918,229,4
3355227,215,1
2080793,33,2
2186323,31,1
4977260,80,8
2024708,97,7
176011,500,11
2399691,170,3
3522123,312,18
573068,21,2
846466,42,2
4038539,20,2
280718,79,0
104209,368,18
374342,158,4
1916566,139,2
4873899,74,5
1968050,22,0
4441627,317,11
1581018,143,4
2988664,61,0
1119378,771,19
754223,8,0
239731,367,5
5132968,30,13
3092636,51,0
4854514,102,0
3697416,78,6
4935371,32,0
4477990,11,0
58890,104,3
1797051,24,0
1127399,154,6
4734649,235,24
3901971,218,4
3318001,38,3
4278997,306,11
3419104,132,7
2318100,264,4
2022943,19,3
981634,76,1
4233973,32,2
4735729,106,0
2714949,409,8
2119465,146,4
2594715,177,9
437127,62,5
1248746,554,3
1332361,190,8
3607211,118,5
2142247,257,13
1185980,74,2
1378235,290,12
1270487,486,6
952949,110,6
1605267,166,3
2594068,29,0
4801709,16,0
2461392,58,4
2738671,82,0
4531179,384,3
2450935,162,11
308160,201,4
4121327,23,1
1378600,310,11
4545616,53,6
4452828,100,1
1192323,81,4
3233284,180,19
4698156,142,6
4091515,35,0
264033,87,2
4486380,14,0
1766872,22,0
2356118,222,17
3250977,123,3
3975200,278,12
4785004,234,2
2176802,50,4
2117944,124,0
3125587,53,2
1854854,24,0
4562201,96,0
4138061,96,2
2922530,278,24
3322346,93,3
1106734,204,12
3450979,186,8
2460198,115,1
2848443,28,5
2880257,28,0
2650821,46,5
4475318,13,0
3052606,82,2
4249062,11,0
2173477,357,31
4260993,25,1
5115358,184,0
265031,67,1
2246257,14,0
3908911,191,2
2408143,211,7
3991658,70,7
696911,183,0
1990649,363,17
4016033,200,4
2733034,151,0
3813272,175,28
3105596,338,43
357412,190,22
3514970,30,0
79592,459,22
1743501,121,4
4007169,15,2
2816949,62,2
2147425,44,2
4437630,32,0
4696969,82,2
3244708,44,4
4082906,221,7
507147,24,1
1025469,17,0
3041003,140,2
5041509,61,1
3319273,203,4
3988134,317,10
4754509,6,0
1834836,173,1
2703301,208,4
4542855,56,7
40477,270,10
4057047,69,0
3440118,5,1
1606132,12,0
3073163,79,1
4031743,96,2
596086,23,0
4730421,73,4
1295571,165,4
3168054,146,3
1348463,192,0
2343720,279,22
3497421,14,1
3360482,49,0
2281023,374,28
4258246,148,8
414669,34,1
1549387,31,0
1064138,104,5
2227572,55,2
1681934,136,4
2237463,163,12
3588328,46,0
2601172,36,1
340378,53,0
2956048,191,22
4532459,255,14
2009072,92,4
4683331,22,4
200533,128,1
5016246,74,6
515576,6,1
2930652,169,16
3825930,53,5
4045243,81,3
4003338,120,2
2258420,73,7
4919545,323,7
156864,12,0
879091,278,1
3074365,175,9
2863357,134,7
3775826,35,10
4910113,418,31
2399583,66,0
3988522,18,0
786559,67,0
4339589,223,5
2976843,203,3
4347364,409,0
3006524,236,6
1458292,30,2
4257305,7,0
1201810,149,0
3602433,212,3
3938673,110,0
2087749,378,3
3242069,63,1
285822,201,23
1978345,203,23
2653245,126,3
1827078,21,0
1974531,26,2
3412492,461,52
558312,26,0
3161951,619,39
166971,224,16
2841919,125,1
2502302,88,0
2707715,26,0
3160343,35,0
2931418,101,2
254942,25,0
4385013,471,31
4298764,349,34
968034,24,0
2634918,76,0
3706656,38,0
3467939,34,2
3501758,16,2
244430,141,13
1995431,120,7
427759,84,9
3028983,319,5
2052123,119,5
1442693,176,2
1109721,140,1
2391785,21,0
3157674,566,52
2735970,32,0
2461722,86,0
3776470,112,0
4905679,25,0
1189645,200,11
478154,82,2
4439684,39,1
4894696,43,3
2144044,307,3
845991,232,2
842072,118,4
1620793,131,7
3877257,192,11
531556,54,0
2366076,107,2
3578715,70,5
2360356,10,1
3315724,127,3
3087839,511,23
4248234,208,10
4753530,57,5
4559160,45,6
327414,208,8
1269025,129,1
2641614,31,1
2621301,8,0
2314205,36,0
1598538,376,14
2591148,19,2
3510979,139,5
2073339,196,20
1183107,137,11
1164997,393,4
4148934,17,0
3476493,284,43
1960765,91,0
4219762,38,0
2304640,192,6
4265997,12,0
1142751,73,1
869314,42,2
4153434,61,0
3843999,107,2
5038211,15,2
4944456,178,17
1249226,61,0
4836950,30,0
406219,69,3
334451,93,10
669740,211,6
3558290,523,32
307390,6,0
677761,15,0
355025,196,8
3017994,66,2
2708414,62,5
2000725,176,6
2028926,79,4
664356,99,2
2153472,15,1
4513669,203,12
4750636,258,2
5115570,127,5
4107281,139,22
3032062,124,5
3471494,60,4
3591742,65,0
1266030,803,12
2219395,462,15
2153921,128,1
3865865,128,1
4139570,402,26
3332364,287,14
3849505,127,0
4686283,232,1
4096072,60,4
2661903,130,9
4576724,124,2
4648307,41,0
2749134,4,0
4874089,139,0
4609744,200,15
1947203,9,0
3697278,149,2
813789,897,7
2936423,35,0
3980699,45,8
4196608,66,3
1986679,53,0
2229902,438,10
3024544,83,9
4469157,68,0
614994,87,2
4388856,216,11
4328262,47,1
1191306,87,4
880612,100,1
823550,239,4
2643881,55,3
3087269,26,0
632990,169,2
1696756,42,4
1517505,575,15
4793442,68,0
1317194,196,9
4220062,10,2
2165094,231,10
4498139,80,2
5017401,102,1
3998093,60,0
2660189,36,0
1124773,25,4
4812210,114,1
1367586,24,0
1764555,26,0
2583941,121,11
4387206,224,7
3969849,41,0
2344666,43,1
4428081,31,1
2464603,21,0
3154021,121,10
1743226,17,1
3415881,254,10
485963,64,0
1439081,190,37
3218887,45,1
2839154,18,1
2567292,57,1
4009158,115,7
6991,147,0
3345128,53,0
4135923,10,0
2663729,2,0
282563,341,10
154938,39,5
3717662,224,23
5060852,46,5
4964406,16,0
933915,65,1
1391083,42,2
4761193,628,12
3722661,231,1
4355267,76,7
3695273,314,27
945038,6,0
854779,66,0
4240254,16,0
3252616,12,0
660726,83,1
1179546,72,0
1363318,167,11
2543170,140,11
2462191,139,1
1285003,87,8
1794547,5,0
1847889,32,0
2075289,17,1
4341842,64,0
1600403,27,0
963753,79,4
3813713,164,5
1859308,106,1
626403,8,0
5009973,298,2
4496515,82,9
4479050,64,0
406528,15,0
4272374,373,8
1554684,177,0
4218079,14,0
640436,130,4
2639297,158,9
350189,13,0
5150481,23,0
2313019,263,2
4162215,43,2
3804045,36,2
4639422,80,4
4644351,63,28
4904017,36,4
3149800,85,0
4548742,4,0
1365585,18,0
1654283,118,0
294944,49,1
2167268,266,3
4206624,35,0
2203649,48,0
4107633,8,1
514585,157,6
3421028,254,13
3472694,40,0
5064168,701,16
497797,75,1
4358674,40,2
2448870,59,2
4643586,328,13
3291171,48,1
397030,92,2
213769,111,1
3339272,15,0
3812942,2,0
3330664,116,11
4084869,92,2
812925,183,7
3207556,152,0
1468785,180,6
1766286,64,3
1183755,6,0
2281648,237,22
1535675,157,1
5035287,111,11
1388444,206,22
3243754,244,7
4403044,39,0
2187795,40,4
3820153,12,1
648726,70,5
1949490,236,12
340619,61,2
1243199,173,1
164862,42,0
4169253,113,1
386405,141,17
3204798,8,0
3114318,13,0
551306,171,0
3132587,38,59
4433670,141,4
3125986,70,6
3822927,302,29
1934402,18,0
154292,77,2
3333989,232,17
2568876,10,0
2363745,38,5
3929393,103,8
3051379,60,1
4418019,139,2
3865394,111,27
2339880,67,0
3584192,37,0
3339691,79,2
3771850,48,1
3675206,3,0
4849381,228,9
1519048,88,3
157489,295,5
3926653,20,0
3798628,289,2
144725,162,7
1509747,18,0
3410884,45,5
505975,199,12
1516701,167,2
4322275,43,0
1521328,153,0
4843850,17,0
1024101,314,9
2912808,235,13
4388197,74,21
2844116,37,0
4622818,103,1
261087,188,5
1808057,41,0
1511412,134,0
1573042,18,0
2797634,31,0
2069606,75,0
4632203,22,0
899505,230,9
4937212,56,3
6596,113,2
3095029,161,5
3689668,55,3
18905,76,7
1522202,80,0
561267,217,4
2667674,132,0
4932155,22,0
5142054,129,4
3300413,36,4
3071765,74,1
3148416,60,5
604890,6,0
4368448,32,3
4313275,31,0
4172298,160,9
3374096,163,6
3921612,216,1
1618400,222,6
1648046,16,0
3860379,45,1
3610789,199,4
2474048,7,0
1456311,435,54
21032,22,3
1390603,177,10
3726235,31,0
1888919,14,0
5091710,21,2
2299797,106,0
589117,178,7
4856191,234,4
2099366,32,0
3580879,168,2
2944055,89,0
2663123,23,0
197654,131,0
4860274,54,2
1753262,842,46
1774066,17,2
2466446,68,2
3094765,4,3
83709,384,33
292651,265,33
5086461,27,1
1041428,135,3
999850,35,1
544455,18,0
4694416,296,8
2066334,37,0
1464940,299,15
4624494,409,28
3170687,99,6
2114916,312,4
4318499,45,7
697095,88,1
2252844,22,1
4923907,18,0
3175899,2,0
4586026,12,4
2197898,39,0
317587,604,2
2786284,59,0
2654246,295,2
5126693,55,3
2847851,168,5
4363582,237,7
2395891,67,7
3703137,168,1
4154011,128,23
829858,170,12
2282908,70,3
964432,35,0
4878258,72,0
917424,26,0
875715,54,1
101629,8,0
3469941,9,2
4772702,197,3
625930,79,4
1801209,45,0
3126991,324,0
4878507,21,0
5092376,30,0
2140895,114,2
3753919,286,3
1630907,64,2
3236541,98,0
251062,61,13
